广西防城,108.35,21.78
广西百色,106.62,23.91
广西凌云,106.55,24.35
广西乐业,106.56,24.78
广西田阳,106.9,23.75
广西田东,107.12,23.62
广西平果,107.59,23.33
广西德保,106.6,23.34
广西靖西,106.41,23.15
广西那坡,105.85,23.42
广西西林,105.08,24.51
广西田林,106.24,24.31
广西隆林,105.34,24.8
新疆乌鲁木齐,87.68,43.77
新疆克拉玛依,84.77,45.59
新疆石河子,85.94,44.27
新疆吐鲁番,89.19,42.91
新疆托克逊,88.63,42.77
新疆鄯善,90.25,42.82
新疆哈密,93.44,42.78
新疆伊吾,94.65,43.28
新疆巴里坤,93,43.6
新疆库尔勒,86.06,41.68
新疆和静,86.35,42.31
新疆和硕,86.84,42.23
新疆博湖,86.53,41.95
新疆尉梨,86.24,41.36
新疆轮台,84.25,41.77
新疆焉耆,86.55,42.05
新疆和田,79.94,37.12
新疆民丰,82.63,37.07
新疆策勒,80.78,37.04
新疆于田,81.63,36.86
新疆洛浦,80.17,37.12
新疆皮山,78.29,37.06
新疆墨玉,79.74,37.31
新疆阿克苏,80.29,41.15
新疆温宿,80.24,41.29
新疆拜城,81.84,41.82
新疆库车,82.97,41.68
新疆新和,82.63,41.55
新疆沙雅,82.9,41.25
新疆阿瓦提,80.34,40.64
新疆柯平,79.06,40.55
新疆乌什,79.25,41.22
新疆咯什,75.94,39.52
新疆巴楚,78.59,39.78
新疆枷师,76.78,39.46
新疆乐普湖,76.67,39.23
新疆麦盖提,77.62,38.95
新疆莎车,77.25,38.45
新疆泽普,77.26,38.2
新疆叶城,77.42,37.89
新疆疏勒,76.05,39.41
新疆英吉沙,76.17,38.91
新疆疏附,75.83,39.42
新疆塔什库尔干,75.22,37.76
新疆阿图什,76.12,39.73
新疆阿合奇,78.42,41.91
新疆阿克陶,75.94,39.14
新疆乌恰,75.18,39.7
新疆昌吉,87.31,44.05
新疆阜康,87.94,44.14
新疆奇台,89.52,44.02
新疆吉木萨尔,89.14,44
新疆米泉,87.68,43.97
新疆玛纳斯,86.22,44.28
新疆呼图壁,86.92,44.18
新疆木垒,90.34,43.8
新疆博乐,82.1,44.93
新疆精河,82.92,44.67
新疆温泉,81.08,44.95
新疆伊宁,81.33,43.91
新疆尼勒克,82.53,43.82
新疆新源,83.27,43.41
新疆巩留,82.23,43.35
新疆奎屯,84.89,44.45
新疆特克斯,81.81,43.23
新疆昭苏,81.08,43.15
新疆霍城,80.87,44.07
新疆察布察尔,81.12,43.82
新疆塔城,82.96,46.74
新疆额敏,83.62,46.52
新疆乌苏,84.62,44.45
新疆托里,83.59,45.92
新疆裕民,82.94,46.21
新疆沙湾,85.56,44.29
新疆和布克赛尔,85.13,46.78
新疆阿勒泰,88.14,47.86
新疆青河,90.37,46.71
新疆富蕴,89.44,47.05
新疆福海,87.51,47.15
新疆吉木乃,85.84,47.42
新疆布尔津,86.92,47.7
新疆哈巴河,86.41,48.05
